,PLAYER,FORWARD/BACK,TEAM,POSITION,AGE,CAPS,CLUB/PROVINCE,stat,value
4141,Julien Marchand,Back,France,Hooker,26,16, Toulouse,PENS CONCEDED,2
4142,Kieran Hardy,Back,Wales,Scrum-half,26,8, Scarlets,PENS CONCEDED,0
4143,Kieran Treadwell,Forward,Ireland,Lock,26,3,Ulster,PENS CONCEDED,0
4144,Kyle Sinckler,Forward,England,Prop,28,47,Bristol Bears,PENS CONCEDED,6
4145,Kyle Steyn,Back,Scotland,Wing,28,3, Glasgow Warriors,PENS CONCEDED,2
4146,Leon Brown,Forward,Wales,Prop,25,16, Dragons,PENS CONCEDED,2
4147,Leonardo Marin,Back,Italy,Fly-half,19,0, Benetton,PENS CONCEDED,1
4148,Lewis Ludlam,Forward,England,Back row,26,10,Northampton Saints,PENS CONCEDED,0
4149,Liam Williams,Back,Wales,Fullback,30,74, Scarlets,PENS CONCEDED,1
4150,Louis Rees-Zammit,Back,Wales,Wing,21,12, Gloucester,PENS CONCEDED,0
4151,Luke Cowan-Dickie,Back,England,Hooker,28,31,Exeter Chiefs,PENS CONCEDED,3
4152,Mack Hansen,Back,Ireland,Wing,23,0,Connacht,PENS CONCEDED,1
4153,Magnus Bradbury,Forward,Scotland,Back row,26,14, Edinburgh,PENS CONCEDED,1
4154,Manuel Zuliani,Forward,Italy,Back row,21,0, Benetton,PENS CONCEDED,1
4155,Marco Fuser,Forward,Italy,Lock,30,36, Newcastle Falcons,PENS CONCEDED,1
4156,Marco Zanon,Back,Italy,Centre,24,7, Benetton,PENS CONCEDED,1
4157,Marcus Smith,Back,England,Fly-half,22,5,Harlequins,PENS CONCEDED,1
4158,Mark Bennett,Back,Scotland,Centre,29,22, Edinburgh,PENS CONCEDED,0
4159,Maro Itoje,Forward,England,Lock,27,51,Saracens,PENS CONCEDED,7
4160,Matt Fagerson,Forward,Scotland,Back row,23,17, Glasgow Warriors,PENS CONCEDED,1
4161,Matthis Lebel,Back,France,Wing,22,1, Toulouse,PENS CONCEDED,0
4162,Max Malins,Back,England,Fullback,25,10,Saracens,PENS CONCEDED,1
4163,Maxime Lucu,Back,France,Scrum-half,29,2, Bordeaux,PENS CONCEDED,0
4164,Melvyn Jaminet,Back,France,Fullback,22,6, Perpignan,PENS CONCEDED,1
4165,Michael Lowry,Back,Ireland,Fullback,23,0,Ulster,PENS CONCEDED,0
4166,Michele Lamaro,Forward,Italy,Back row,23,10, Benetton,PENS CONCEDED,2
4167,Mohamed Haouas,Forward,France,Prop,27,13, Montpellier,PENS CONCEDED,0
4168,Monty Ioane,Back,Italy,Wing,27,9, Benetton,PENS CONCEDED,2
4169,Nic Dolly,Back,England,Hooker,22,1,Leicester Tigers,PENS CONCEDED,0
4170,Niccolo Cannone,Forward,Italy,Lock,23,15, Benetton,PENS CONCEDED,4
4171,Nick Haining,Forward,Scotland,Back row,31,10, Edinburgh,PENS CONCEDED,0
4172,Nick Isiekwe,Forward,England,Lock,23,3,Saracens,PENS CONCEDED,3
4173,Nick Tompkins,Back,Wales,Centre,26,16, Saracens,PENS CONCEDED,2
4174,Oli Kebble,Forward,Scotland,Prop,29,11, Glasgow Warriors,PENS CONCEDED,0
4175,Ollie Chessum,Forward,England,Lock,21,0,Leicester Tigers,PENS CONCEDED,0
4176,Owen Watkin,Back,Wales,Centre,25,26, Ospreys,PENS CONCEDED,0
4177,Paolo Garbisi,Back,Italy,Fly-half,21,13, Montpellier,PENS CONCEDED,3
4178,Paul Willemse,Forward,France,Lock,29,19, Montpellier,PENS CONCEDED,3
4179,Peato Mauvaka,Back,France,Hooker,25,9, Toulouse,PENS CONCEDED,2
4180,Peter O'Mahony,Forward,Ireland,Back row,32,79,Munster,PENS CONCEDED,0
4181,Pierre Bruno,Back,Italy,Wing,25,1, Zebre Parma,PENS CONCEDED,2
4182,Pierre Schoeman,Forward,Scotland,Prop,27,4, Edinburgh,PENS CONCEDED,5
4183,Pietro Ceccarelli,Forward,Italy,Prop,29,17, Brive,PENS CONCEDED,1
4184,Rob Herring,Back,Ireland,Hooker,31,23,Ulster,PENS CONCEDED,1
4185,Robbie Henshaw,Back,Ireland,Centre,28,53,Leinster,PENS CONCEDED,2
4186,Romain Ntamack,Back,France,Fly-half,22,23, Toulouse,PENS CONCEDED,0
4187,Romain Taofifenua,Forward,France,Lock,31,31, Lyon,PENS CONCEDED,0
4188,Ronan Kelleher,Back,Ireland,Hooker,24,16,Leinster,PENS CONCEDED,1
4189,Rory Darge,Forward,Scotland,Back row,21,0, Glasgow Warriors,PENS CONCEDED,0
4190,Rory Sutherland,Forward,Scotland,Prop,29,16, Worcester Warriors,PENS CONCEDED,0
4191,Ross Moriarty,Forward,Wales,Back row,27,49, Cardiff,PENS CONCEDED,4
4192,Ryan Baird,Forward,Ireland,Lock,22,6,Leinster,PENS CONCEDED,0
4193,Ryan Elias,Back,Wales,Hooker,27,23, Scarlets,PENS CONCEDED,1
4194,Sam Johnson,Back,Scotland,Centre,28,21, Glasgow Warriors,PENS CONCEDED,1
4195,Sam Simmonds,Forward,England,Back row,27,9,Exeter Chiefs,PENS CONCEDED,1
4196,Sam Skinner,Forward,Scotland,Lock,27,15, Exeter Chiefs,PENS CONCEDED,3
4197,Sam Underhill,Forward,England,Back row,25,27,Bath,PENS CONCEDED,1
4198,Seb Davies,Forward,Wales,Lock,25,13, Cardiff,PENS CONCEDED,1
4199,Sebastian Negri,Forward,Italy,Back row,27,36, Benetton,PENS CONCEDED,1
4200,Sione Tuipulotu,Back,Scotland,Centre,24,1, Glasgow Warriors,PENS CONCEDED,1
4201,Stephen Varney,Back,Italy,Scrum-half,20,9, Gloucester,PENS CONCEDED,1
4202,Stuart Hogg,Back,Scotland,Fullback,29,88, Exeter Chiefs,PENS CONCEDED,4
4203,Stuart McInally,Back,Scotland,Hooker,31,43, Edinburgh,PENS CONCEDED,0
4204,Tadhg Beirne,Forward,Ireland,Lock,30,25,Munster,PENS CONCEDED,5
4205,Tadhg Furlong,Forward,Ireland,Prop,29,52,Leinster,PENS CONCEDED,5
4206,Taine Basham,Forward,Wales,Back row,22,7, Dragons,PENS CONCEDED,5
4207,Taulupe Faletau,Forward,Wales,Back row,31,86, Bath,PENS CONCEDED,2
4208,Thibaud Flament,Forward,France,Lock,24,3, Toulouse,PENS CONCEDED,2
4209,Thomas Ramos,Back,France,Fullback,26,14, Toulouse,PENS CONCEDED,0
4210,Tiziano Pasquali,Forward,Italy,Prop,27,21, Benetton,PENS CONCEDED,3
4211,Toa Halafihi,Forward,Italy,Back row,28,0, Benetton,PENS CONCEDED,1
4212,Tom Curry,Forward,England,Back row,23,36,Sale Sharks,PENS CONCEDED,2
4213,Tomas Francis,Forward,Wales,Prop,29,60, Ospreys,PENS CONCEDED,1
4214,Tommaso Menoncello,Back,Italy,Wing,19,0, Benetton /  F.I.R. Academy,PENS CONCEDED,0
4215,Tomos Williams,Back,Wales,Scrum-half,27,29, Cardiff,PENS CONCEDED,0
4216,Uilisi Halaholo,Back,Wales,Centre,31,9, Cardiff,PENS CONCEDED,0
4217,Uini Atonio,Forward,France,Prop,31,39, La Rochelle,PENS CONCEDED,4
4218,Will Rowlands,Forward,Wales,Lock,30,13, Dragons,PENS CONCEDED,4
4219,Will Stuart,Forward,England,Prop,25,15,Bath,PENS CONCEDED,5
4220,WP Nel,Forward,Scotland,Prop,35,43, Edinburgh,PENS CONCEDED,6
4221,Wyn Jones,Forward,Wales,Prop,29,38, Scarlets,PENS CONCEDED,4
4222,Yoram Moefana,Back,France,Centre,21,2, Bordeaux,PENS CONCEDED,1
4223,Zander Fagerson,Forward,Scotland,Prop,26,42, Glasgow Warriors,PENS CONCEDED,7
4224,Aaron Wainwright,Forward,Wales,Back row,24,34, Dragons,OFFSIDE PENALTIES,0
4225,Adam Beard,Forward,Wales,Lock,26,29, Ospreys,OFFSIDE PENALTIES,1
4226,Adam Hastings,Back,Scotland,Fly-half,25,25, Gloucester,OFFSIDE PENALTIES,0
4227,Alessandro Fusco,Back,Italy,Scrum-half,22,2, Zebre Parma,OFFSIDE PENALTIES,0
4228,Alex Cuthbert,Back,Wales,Wing,31,48, Ospreys,OFFSIDE PENALTIES,0
4229,Alex Dombrandt,Forward,England,Back row,24,4,Harlequins,OFFSIDE PENALTIES,0
4230,Ali Price,Back,Scotland,Scrum-half,28,46, Glasgow Warriors,OFFSIDE PENALTIES,1
4231,Allan Dell,Forward,Scotland,Prop,29,32, London Irish,OFFSIDE PENALTIES,0
4232,Alun Wyn Jones,Forward,Wales,Lock,36,149, Ospreys,OFFSIDE PENALTIES,0
4233,Andrea Zambonin,Forward,Italy,Lock,21,1, Zebre Parma,OFFSIDE PENALTIES,0
4234,Andrew Conway,Back,Ireland,Wing,30,27,Munster,OFFSIDE PENALTIES,0
4235,Andrew Porter,Forward,Ireland,Prop,26,40,Leinster,OFFSIDE PENALTIES,0
4236,Andy Christie,Forward,Scotland,Back row,22,0, Saracens,OFFSIDE PENALTIES,0
4237,Ange Capuozzo,Back,Italy,Fullback,22,0, Grenoble,OFFSIDE PENALTIES,0
4238,Anthony Jelonch,Forward,France,Back row,25,14, Toulouse,OFFSIDE PENALTIES,1
4239,Antoine Dupont,Back,France,Scrum-half,25,35, Toulouse,OFFSIDE PENALTIES,1
4240,Ben Carter,Forward,Wales,Lock,21,5, Dragons,OFFSIDE PENALTIES,0
4241,Ben Vellacott,Back,Scotland,Scrum-half,26,0, Edinburgh,OFFSIDE PENALTIES,0
4242,Ben White,Back,Scotland,Scrum-half,23,0, London Irish,OFFSIDE PENALTIES,0
4243,Ben Youngs,Back,England,Scrum-half,32,112,Leicester Tigers,OFFSIDE PENALTIES,0
4244,Blair Kinghorn,Back,Scotland,Fullback,25,28, Edinburgh,OFFSIDE PENALTIES,0
4245,Braam Steyn,Forward,Italy,Back row,29,46, Benetton,OFFSIDE PENALTIES,0
4246,Bradley Roberts,Back,Wales,Hooker,26,1, Ulster,OFFSIDE PENALTIES,0
4247,Bundee Aki,Back,Ireland,Centre,31,33,Connacht,OFFSIDE PENALTIES,1
4248,Caelan Doris,Forward,Ireland,Back row,23,12,Leinster,OFFSIDE PENALTIES,0
4249,Callum Braley,Back,Italy,Scrum-half,27,12, Benetton,OFFSIDE PENALTIES,0
4250,Callum Sheedy,Back,Wales,Fly-half,26,13, Bristol Bears,OFFSIDE PENALTIES,0
4251,Cameron Redpath,Back,Scotland,Centre,22,1, Bath,OFFSIDE PENALTIES,0
4252,Cameron Woki,Forward,France,Back row,23,11, Bordeaux,OFFSIDE PENALTIES,1
4253,Charlie Ewels,Forward,England,Lock,26,26,Bath,OFFSIDE PENALTIES,1
4254,Cherif Traore,Forward,Italy,Prop,27,12, Benetton,OFFSIDE PENALTIES,0
4255,Chris Harris,Back,Scotland,Centre,31,31, Gloucester,OFFSIDE PENALTIES,0
4256,Cian Healy,Forward,Ireland,Prop,34,112,Leinster,OFFSIDE PENALTIES,0
4257,Conor Murray,Back,Ireland,Scrum-half,32,92,Munster,OFFSIDE PENALTIES,0
4258,Courtney Lawes,Forward,England,Lock,32,90,Northampton Saints,OFFSIDE PENALTIES,0
4259,Craig Casey,Back,Ireland,Scrum-half,22,4,Munster,OFFSIDE PENALTIES,0
4260,Cyril Baille,Forward,France,Prop,28,31, Toulouse,OFFSIDE PENALTIES,0
4261,Damian Penaud,Back,France,Wing,25,28, Clermont,OFFSIDE PENALTIES,0
4262,Dan Biggar,Back,Wales,Fly-half,32,95, Northampton Saints,OFFSIDE PENALTIES,0
4263,Dan Sheehan,Back,Ireland,Hooker,23,2,Leinster,OFFSIDE PENALTIES,0
4264,Danilo Fischetti,Forward,Italy,Prop,24,15, Zebre Parma,OFFSIDE PENALTIES,0
4265,Darcy Graham,Back,Scotland,Wing,24,22, Edinburgh,OFFSIDE PENALTIES,1
4266,Dave Kilcoyne,Forward,Ireland,Prop,33,45,Munster,OFFSIDE PENALTIES,0
4267,David Sisi,Forward,Italy,Lock,29,18, Zebre Parma,OFFSIDE PENALTIES,0
4268,Demba Bamba,Forward,France,Prop,23,20, Lyon,OFFSIDE PENALTIES,1
4269,Dewi Lake,Back,Wales,Hooker,22,0, Ospreys,OFFSIDE PENALTIES,0
4270,Dillon Lewis,Forward,Wales,Prop,26,34, Cardiff,OFFSIDE PENALTIES,1
4271,Duhan van der Merwe,Back,Scotland,Wing,26,13, Worcester Warriors,OFFSIDE PENALTIES,0
4272,Dylan Cretin,Forward,France,Back row,24,13, Lyon,OFFSIDE PENALTIES,0
4273,Edoardo Padovani,Back,Italy,Fullback,28,30, Benetton,OFFSIDE PENALTIES,0
4274,Elliot Daly,Back,England,Wing,29,52,Saracens,OFFSIDE PENALTIES,0
4275,Ellis Genge,Forward,England,Prop,26,31,Leicester Tigers,OFFSIDE PENALTIES,0
4276,Ellis Jenkins,Forward,Wales,Back row,28,14, Cardiff,OFFSIDE PENALTIES,0
4277,Federico Mori,Back,Italy,Wing,21,11, Bordeaux,OFFSIDE PENALTIES,1
4278,Federico Ruzza,Forward,Italy,Lock,27,25, Benetton,OFFSIDE PENALTIES,2
4279,Finlay Bealham,Forward,Ireland,Prop,30,18,Connacht,OFFSIDE PENALTIES,0
4280,Finn Russell,Back,Scotland,Fly-half,29,58, Racing 92,OFFSIDE PENALTIES,0
4281,Francois Cros,Forward,France,Back row,27,11, Toulouse,OFFSIDE PENALTIES,0
4282,Fraser Brown,Back,Scotland,Hooker,32,54, Glasgow Warriors,OFFSIDE PENALTIES,0
4283,Freddie Steward,Back,England,Fullback,21,5,Leicester Tigers,OFFSIDE PENALTIES,0
4284,Gabin Villiere,Back,France,Wing,26,8, Toulon,OFFSIDE PENALTIES,0
4285,Gael Fickou,Back,France,Centre,27,66, Racing 92,OFFSIDE PENALTIES,1
4286,Gareth Anscombe,Back,Wales,Fly-half,30,29, Ospreys,OFFSIDE PENALTIES,0
4287,Gareth Davies,Back,Wales,Scrum-half,31,65, Scarlets,OFFSIDE PENALTIES,0
4288,Gareth Thomas,Forward,Wales,Prop,28,5, Ospreys,OFFSIDE PENALTIES,0
4289,Garry Ringrose,Back,Ireland,Centre,27,37,Leinster,OFFSIDE PENALTIES,0
4290,George Ford,Back,England,Fly-half,28,77,Leicester Tigers,OFFSIDE PENALTIES,1
4291,George Furbank,Back,England,Fullback,25,5,Northampton Saints,OFFSIDE PENALTIES,0
4292,George Turner,Back,Scotland,Hooker,29,20, Glasgow Warriors,OFFSIDE PENALTIES,1
4293,Giacomo Nicotera,Back,Italy,Hooker,25,0, Benetton,OFFSIDE PENALTIES,0
4294,Gianmarco Lucchesi,Back,Italy,Hooker,21,8, Benetton,OFFSIDE PENALTIES,0
4295,Giosue Zilocchi,Forward,Italy,Prop,25,15, Zebre Parma,OFFSIDE PENALTIES,0
4296,Giovanni Pettinelli,Forward,Italy,Back row,25,1, Benetton,OFFSIDE PENALTIES,0
4297,Grant Gilchrist,Forward,Scotland,Lock,31,48, Edinburgh,OFFSIDE PENALTIES,0
4298,Gregory Alldritt,Forward,France,Back row,24,26, La Rochelle,OFFSIDE PENALTIES,0
4299,Hame Faiva,Back,Italy,Hooker,27,1, Benetton /  Rovigo Delta,OFFSIDE PENALTIES,0
4300,Hamish Watson,Forward,Scotland,Back row,30,45, Edinburgh,OFFSIDE PENALTIES,0
4301,Harry Randall,Back,England,Scrum-half,24,2,Bristol Bears,OFFSIDE PENALTIES,1
4302,Henry Slade,Back,England,Centre,28,43,Exeter Chiefs,OFFSIDE PENALTIES,0
4303,Hugo Keenan,Back,Ireland,Fullback,25,16,Leinster,OFFSIDE PENALTIES,0
4304,Iain Henderson,Forward,Ireland,Lock,29,65,Ulster,OFFSIDE PENALTIES,0
4305,Ivan Nemer,Forward,Italy,Prop,23,3, Benetton,OFFSIDE PENALTIES,0
4306,Jac Morgan,Forward,Wales,Back row,22,0, Ospreys,OFFSIDE PENALTIES,0
4307,Jack Carty,Back,Ireland,Fly-half,29,10,Connacht,OFFSIDE PENALTIES,0
4308,Jack Conan,Forward,Ireland,Back row,29,22,Leinster,OFFSIDE PENALTIES,0
4309,Jack Nowell,Back,England,Wing,28,34,Exeter Chiefs,OFFSIDE PENALTIES,0
4310,James Hume,Back,Ireland,Centre,23,1,Ulster,OFFSIDE PENALTIES,0
4311,James Lowe,Back,Ireland,Wing,29,10,Leinster,OFFSIDE PENALTIES,1
4312,James Ryan,Forward,Ireland,Lock,25,40,Leinster,OFFSIDE PENALTIES,0
4313,Jamie Blamire,Back,England,Hooker,24,5,Newcastle Falcons,OFFSIDE PENALTIES,0
4314,Jamie George,Back,England,Hooker,31,61,Saracens,OFFSIDE PENALTIES,0
4315,Jamie Hodgson,Forward,Scotland,Lock,23,3, Edinburgh,OFFSIDE PENALTIES,0
4316,Jamie Ritchie,Forward,Scotland,Back row,25,31, Edinburgh,OFFSIDE PENALTIES,0
4317,Jamison Gibson-Park,Back,Ireland,Scrum-half,29,12,Leinster,OFFSIDE PENALTIES,0
4318,Jean-Baptiste Gros,Forward,France,Prop,22,14, Toulon,OFFSIDE PENALTIES,1
4319,Joe Launchbury,Forward,England,Lock,30,69,Wasps,OFFSIDE PENALTIES,0
4320,Joe Marchant,Back,England,Centre,25,7,Harlequins,OFFSIDE PENALTIES,1
4321,Joe Marler,Forward,England,Prop,31,74,Harlequins,OFFSIDE PENALTIES,0
4322,Joey Carbery,Back,Ireland,Fly-half,26,27,Munster,OFFSIDE PENALTIES,0
4323,Johnny McNicholl,Back,Wales,Fullback,31,8, Scarlets,OFFSIDE PENALTIES,0
4324,Johnny Sexton,Back,Ireland,Fly-half,36,101,Leinster,OFFSIDE PENALTIES,0
4325,Jonathan Danty,Back,France,Centre,29,11, La Rochelle,OFFSIDE PENALTIES,0
4326,Jonathan Davies,Back,Wales,Centre,33,93, Scarlets,OFFSIDE PENALTIES,0
4327,Jonny Gray,Forward,Scotland,Lock,27,64, Exeter Chiefs,OFFSIDE PENALTIES,0
4328,Josh Adams,Back,Wales,Wing,26,35, Cardiff,OFFSIDE PENALTIES,1
4329,Josh Bayliss,Forward,Scotland,Back row,24,2, Bath,OFFSIDE PENALTIES,0
4330,Josh Navidi,Forward,Wales,Back row,31,28, Cardiff,OFFSIDE PENALTIES,0
4331,Josh van der Flier,Forward,Ireland,Back row,28,35,Leinster,OFFSIDE PENALTIES,0
4332,Juan Ignacio Brex,Back,Italy,Centre,29,8, Benetton,OFFSIDE PENALTIES,0
4333,Julien Marchand,Back,France,Hooker,26,16, Toulouse,OFFSIDE PENALTIES,1
4334,Kieran Hardy,Back,Wales,Scrum-half,26,8, Scarlets,OFFSIDE PENALTIES,0
4335,Kieran Treadwell,Forward,Ireland,Lock,26,3,Ulster,OFFSIDE PENALTIES,0
4336,Kyle Sinckler,Forward,England,Prop,28,47,Bristol Bears,OFFSIDE PENALTIES,1
4337,Kyle Steyn,Back,Scotland,Wing,28,3, Glasgow Warriors,OFFSIDE PENALTIES,1
4338,Leon Brown,Forward,Wales,Prop,25,16, Dragons,OFFSIDE PENALTIES,1
4339,Leonardo Marin,Back,Italy,Fly-half,19,0, Benetton,OFFSIDE PENALTIES,0
4340,Lewis Ludlam,Forward,England,Back row,26,10,Northampton Saints,OFFSIDE PENALTIES,0
4341,Liam Williams,Back,Wales,Fullback,30,74, Scarlets,OFFSIDE PENALTIES,0
4342,Louis Rees-Zammit,Back,Wales,Wing,21,12, Gloucester,OFFSIDE PENALTIES,0
4343,Luke Cowan-Dickie,Back,England,Hooker,28,31,Exeter Chiefs,OFFSIDE PENALTIES,1
4344,Mack Hansen,Back,Ireland,Wing,23,0,Connacht,OFFSIDE PENALTIES,0
4345,Magnus Bradbury,Forward,Scotland,Back row,26,14, Edinburgh,OFFSIDE PENALTIES,0
4346,Manuel Zuliani,Forward,Italy,Back row,21,0, Benetton,OFFSIDE PENALTIES,0
4347,Marco Fuser,Forward,Italy,Lock,30,36, Newcastle Falcons,OFFSIDE PENALTIES,1
4348,Marco Zanon,Back,Italy,Centre,24,7, Benetton,OFFSIDE PENALTIES,0
4349,Marcus Smith,Back,England,Fly-half,22,5,Harlequins,OFFSIDE PENALTIES,0
4350,Mark Bennett,Back,Scotland,Centre,29,22, Edinburgh,OFFSIDE PENALTIES,0
4351,Maro Itoje,Forward,England,Lock,27,51,Saracens,OFFSIDE PENALTIES,1
4352,Matt Fagerson,Forward,Scotland,Back row,23,17, Glasgow Warriors,OFFSIDE PENALTIES,0
4353,Matthis Lebel,Back,France,Wing,22,1, Toulouse,OFFSIDE PENALTIES,0
4354,Max Malins,Back,England,Fullback,25,10,Saracens,OFFSIDE PENALTIES,0
4355,Maxime Lucu,Back,France,Scrum-half,29,2, Bordeaux,OFFSIDE PENALTIES,0
4356,Melvyn Jaminet,Back,France,Fullback,22,6, Perpignan,OFFSIDE PENALTIES,0
4357,Michael Lowry,Back,Ireland,Fullback,23,0,Ulster,OFFSIDE PENALTIES,0
4358,Michele Lamaro,Forward,Italy,Back row,23,10, Benetton,OFFSIDE PENALTIES,0
4359,Mohamed Haouas,Forward,France,Prop,27,13, Montpellier,OFFSIDE PENALTIES,0
4360,Monty Ioane,Back,Italy,Wing,27,9, Benetton,OFFSIDE PENALTIES,0
4361,Nic Dolly,Back,England,Hooker,22,1,Leicester Tigers,OFFSIDE PENALTIES,0
4362,Niccolo Cannone,Forward,Italy,Lock,23,15, Benetton,OFFSIDE PENALTIES,1
4363,Nick Haining,Forward,Scotland,Back row,31,10, Edinburgh,OFFSIDE PENALTIES,0
4364,Nick Isiekwe,Forward,England,Lock,23,3,Saracens,OFFSIDE PENALTIES,0
4365,Nick Tompkins,Back,Wales,Centre,26,16, Saracens,OFFSIDE PENALTIES,1
4366,Oli Kebble,Forward,Scotland,Prop,29,11, Glasgow Warriors,OFFSIDE PENALTIES,0
4367,Ollie Chessum,Forward,England,Lock,21,0,Leicester Tigers,OFFSIDE PENALTIES,0
4368,Owen Watkin,Back,Wales,Centre,25,26, Ospreys,OFFSIDE PENALTIES,0
4369,Paolo Garbisi,Back,Italy,Fly-half,21,13, Montpellier,OFFSIDE PENALTIES,1
4370,Paul Willemse,Forward,France,Lock,29,19, Montpellier,OFFSIDE PENALTIES,0
4371,Peato Mauvaka,Back,France,Hooker,25,9, Toulouse,OFFSIDE PENALTIES,0
4372,Peter O'Mahony,Forward,Ireland,Back row,32,79,Munster,OFFSIDE PENALTIES,0
4373,Pierre Bruno,Back,Italy,Wing,25,1, Zebre Parma,OFFSIDE PENALTIES,0
4374,Pierre Schoeman,Forward,Scotland,Prop,27,4, Edinburgh,OFFSIDE PENALTIES,0
4375,Pietro Ceccarelli,Forward,Italy,Prop,29,17, Brive,OFFSIDE PENALTIES,1
4376,Rob Herring,Back,Ireland,Hooker,31,23,Ulster,OFFSIDE PENALTIES,0
4377,Robbie Henshaw,Back,Ireland,Centre,28,53,Leinster,OFFSIDE PENALTIES,0
4378,Romain Ntamack,Back,France,Fly-half,22,23, Toulouse,OFFSIDE PENALTIES,0
4379,Romain Taofifenua,Forward,France,Lock,31,31, Lyon,OFFSIDE PENALTIES,0
4380,Ronan Kelleher,Back,Ireland,Hooker,24,16,Leinster,OFFSIDE PENALTIES,0
4381,Rory Darge,Forward,Scotland,Back row,21,0, Glasgow Warriors,OFFSIDE PENALTIES,0
4382,Rory Sutherland,Forward,Scotland,Prop,29,16, Worcester Warriors,OFFSIDE PENALTIES,0
4383,Ross Moriarty,Forward,Wales,Back row,27,49, Cardiff,OFFSIDE PENALTIES,0
4384,Ryan Baird,Forward,Ireland,Lock,22,6,Leinster,OFFSIDE PENALTIES,0
4385,Ryan Elias,Back,Wales,Hooker,27,23, Scarlets,OFFSIDE PENALTIES,0
4386,Sam Johnson,Back,Scotland,Centre,28,21, Glasgow Warriors,OFFSIDE PENALTIES,0
4387,Sam Simmonds,Forward,England,Back row,27,9,Exeter Chiefs,OFFSIDE PENALTIES,0
4388,Sam Skinner,Forward,Scotland,Lock,27,15, Exeter Chiefs,OFFSIDE PENALTIES,0
4389,Sam Underhill,Forward,England,Back row,25,27,Bath,OFFSIDE PENALTIES,0
4390,Seb Davies,Forward,Wales,Lock,25,13, Cardiff,OFFSIDE PENALTIES,0
4391,Sebastian Negri,Forward,Italy,Back row,27,36, Benetton,OFFSIDE PENALTIES,0
4392,Sione Tuipulotu,Back,Scotland,Centre,24,1, Glasgow Warriors,OFFSIDE PENALTIES,0
4393,Stephen Varney,Back,Italy,Scrum-half,20,9, Gloucester,OFFSIDE PENALTIES,0
4394,Stuart Hogg,Back,Scotland,Fullback,29,88, Exeter Chiefs,OFFSIDE PENALTIES,0
4395,Stuart McInally,Back,Scotland,Hooker,31,43, Edinburgh,OFFSIDE PENALTIES,0
4396,Tadhg Beirne,Forward,Ireland,Lock,30,25,Munster,OFFSIDE PENALTIES,1
4397,Tadhg Furlong,Forward,Ireland,Prop,29,52,Leinster,OFFSIDE PENALTIES,1
4398,Taine Basham,Forward,Wales,Back row,22,7, Dragons,OFFSIDE PENALTIES,1
4399,Taulupe Faletau,Forward,Wales,Back row,31,86, Bath,OFFSIDE PENALTIES,0
4400,Thibaud Flament,Forward,France,Lock,24,3, Toulouse,OFFSIDE PENALTIES,0
4401,Thomas Ramos,Back,France,Fullback,26,14, Toulouse,OFFSIDE PENALTIES,0
4402,Tiziano Pasquali,Forward,Italy,Prop,27,21, Benetton,OFFSIDE PENALTIES,2
4403,Toa Halafihi,Forward,Italy,Back row,28,0, Benetton,OFFSIDE PENALTIES,0
4404,Tom Curry,Forward,England,Back row,23,36,Sale Sharks,OFFSIDE PENALTIES,1
4405,Tomas Francis,Forward,Wales,Prop,29,60, Ospreys,OFFSIDE PENALTIES,0
4406,Tommaso Menoncello,Back,Italy,Wing,19,0, Benetton /  F.I.R. Academy,OFFSIDE PENALTIES,0
4407,Tomos Williams,Back,Wales,Scrum-half,27,29, Cardiff,OFFSIDE PENALTIES,0
4408,Uilisi Halaholo,Back,Wales,Centre,31,9, Cardiff,OFFSIDE PENALTIES,0
4409,Uini Atonio,Forward,France,Prop,31,39, La Rochelle,OFFSIDE PENALTIES,1
4410,Will Rowlands,Forward,Wales,Lock,30,13, Dragons,OFFSIDE PENALTIES,0
4411,Will Stuart,Forward,England,Prop,25,15,Bath,OFFSIDE PENALTIES,0
4412,WP Nel,Forward,Scotland,Prop,35,43, Edinburgh,OFFSIDE PENALTIES,0
4413,Wyn Jones,Forward,Wales,Prop,29,38, Scarlets,OFFSIDE PENALTIES,0
4414,Yoram Moefana,Back,France,Centre,21,2, Bordeaux,OFFSIDE PENALTIES,0
4415,Zander Fagerson,Forward,Scotland,Prop,26,42, Glasgow Warriors,OFFSIDE PENALTIES,0
4416,Aaron Wainwright,Forward,Wales,Back row,24,34, Dragons,SCRUM PENALTIES,0
4417,Adam Beard,Forward,Wales,Lock,26,29, Ospreys,SCRUM PENALTIES,0
4418,Adam Hastings,Back,Scotland,Fly-half,25,25, Gloucester,SCRUM PENALTIES,0
4419,Alessandro Fusco,Back,Italy,Scrum-half,22,2, Zebre Parma,SCRUM PENALTIES,0
4420,Alex Cuthbert,Back,Wales,Wing,31,48, Ospreys,SCRUM PENALTIES,0
4421,Alex Dombrandt,Forward,England,Back row,24,4,Harlequins,SCRUM PENALTIES,0
4422,Ali Price,Back,Scotland,Scrum-half,28,46, Glasgow Warriors,SCRUM PENALTIES,0
4423,Allan Dell,Forward,Scotland,Prop,29,32, London Irish,SCRUM PENALTIES,0
4424,Alun Wyn Jones,Forward,Wales,Lock,36,149, Ospreys,SCRUM PENALTIES,0
4425,Andrea Zambonin,Forward,Italy,Lock,21,1, Zebre Parma,SCRUM PENALTIES,0
4426,Andrew Conway,Back,Ireland,Wing,30,27,Munster,SCRUM PENALTIES,0
