,PLAYER,FORWARD/BACK,TEAM,POSITION,AGE,CAPS,CLUB/PROVINCE,stat,value,norm_value,stat_category
3045,Sam Underhill,Forward,England,Back row,25,27,Bath,TURNOVERS CONCEDED,0,0.0,Attacking Errors
3046,Seb Davies,Forward,Wales,Lock,25,13, Cardiff,TURNOVERS CONCEDED,1,0.125,Attacking Errors
3047,Sebastian Negri,Forward,Italy,Back row,27,36, Benetton,TURNOVERS CONCEDED,1,0.125,Attacking Errors
3048,Sione Tuipulotu,Back,Scotland,Centre,24,1, Glasgow Warriors,TURNOVERS CONCEDED,0,0.0,Attacking Errors
3049,Stephen Varney,Back,Italy,Scrum-half,20,9, Gloucester,TURNOVERS CONCEDED,7,0.875,Attacking Errors
3050,Stuart Hogg,Back,Scotland,Fullback,29,88, Exeter Chiefs,TURNOVERS CONCEDED,8,1.0,Attacking Errors
3051,Stuart McInally,Back,Scotland,Hooker,31,43, Edinburgh,TURNOVERS CONCEDED,0,0.0,Attacking Errors
3052,Tadhg Beirne,Forward,Ireland,Lock,30,25,Munster,TURNOVERS CONCEDED,5,0.625,Attacking Errors
3053,Tadhg Furlong,Forward,Ireland,Prop,29,52,Leinster,TURNOVERS CONCEDED,1,0.125,Attacking Errors
3054,Taine Basham,Forward,Wales,Back row,22,7, Dragons,TURNOVERS CONCEDED,2,0.25,Attacking Errors
3055,Taulupe Faletau,Forward,Wales,Back row,31,86, Bath,TURNOVERS CONCEDED,2,0.25,Attacking Errors
3056,Thibaud Flament,Forward,France,Lock,24,3, Toulouse,TURNOVERS CONCEDED,0,0.0,Attacking Errors
3057,Thomas Ramos,Back,France,Fullback,26,14, Toulouse,TURNOVERS CONCEDED,0,0.0,Attacking Errors
3058,Tiziano Pasquali,Forward,Italy,Prop,27,21, Benetton,TURNOVERS CONCEDED,1,0.125,Attacking Errors
3059,Toa Halafihi,Forward,Italy,Back row,28,0, Benetton,TURNOVERS CONCEDED,1,0.125,Attacking Errors
3060,Tom Curry,Forward,England,Back row,23,36,Sale Sharks,TURNOVERS CONCEDED,1,0.125,Attacking Errors
3061,Tomas Francis,Forward,Wales,Prop,29,60, Ospreys,TURNOVERS CONCEDED,0,0.0,Attacking Errors
3062,Tommaso Menoncello,Back,Italy,Wing,19,0, Benetton /  F.I.R. Academy,TURNOVERS CONCEDED,0,0.0,Attacking Errors
3063,Tomos Williams,Back,Wales,Scrum-half,27,29, Cardiff,TURNOVERS CONCEDED,2,0.25,Attacking Errors
3064,Uilisi Halaholo,Back,Wales,Centre,31,9, Cardiff,TURNOVERS CONCEDED,1,0.125,Attacking Errors
3065,Uini Atonio,Forward,France,Prop,31,39, La Rochelle,TURNOVERS CONCEDED,1,0.125,Attacking Errors
3066,Will Rowlands,Forward,Wales,Lock,30,13, Dragons,TURNOVERS CONCEDED,2,0.25,Attacking Errors
3067,Will Stuart,Forward,England,Prop,25,15,Bath,TURNOVERS CONCEDED,1,0.125,Attacking Errors
3068,WP Nel,Forward,Scotland,Prop,35,43, Edinburgh,TURNOVERS CONCEDED,0,0.0,Attacking Errors
3069,Wyn Jones,Forward,Wales,Prop,29,38, Scarlets,TURNOVERS CONCEDED,0,0.0,Attacking Errors
3070,Yoram Moefana,Back,France,Centre,21,2, Bordeaux,TURNOVERS CONCEDED,3,0.375,Attacking Errors
3071,Zander Fagerson,Forward,Scotland,Prop,26,42, Glasgow Warriors,TURNOVERS CONCEDED,1,0.125,Attacking Errors
3072,Aaron Wainwright,Forward,Wales,Back row,24,34, Dragons,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3073,Adam Beard,Forward,Wales,Lock,26,29, Ospreys,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3074,Adam Hastings,Back,Scotland,Fly-half,25,25, Gloucester,HANDLING ERRORS,0,0.0,Attacking Errors
3075,Alessandro Fusco,Back,Italy,Scrum-half,22,2, Zebre Parma,HANDLING ERRORS,6,0.5454545454545454,Attacking Errors
3076,Alex Cuthbert,Back,Wales,Wing,31,48, Ospreys,HANDLING ERRORS,3,0.2727272727272727,Attacking Errors
3077,Alex Dombrandt,Forward,England,Back row,24,4,Harlequins,HANDLING ERRORS,4,0.36363636363636365,Attacking Errors
3078,Ali Price,Back,Scotland,Scrum-half,28,46, Glasgow Warriors,HANDLING ERRORS,10,0.9090909090909091,Attacking Errors
3079,Allan Dell,Forward,Scotland,Prop,29,32, London Irish,HANDLING ERRORS,0,0.0,Attacking Errors
3080,Alun Wyn Jones,Forward,Wales,Lock,36,149, Ospreys,HANDLING ERRORS,0,0.0,Attacking Errors
3081,Andrea Zambonin,Forward,Italy,Lock,21,1, Zebre Parma,HANDLING ERRORS,0,0.0,Attacking Errors
3082,Andrew Conway,Back,Ireland,Wing,30,27,Munster,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3083,Andrew Porter,Forward,Ireland,Prop,26,40,Leinster,HANDLING ERRORS,2,0.18181818181818182,Attacking Errors
3084,Andy Christie,Forward,Scotland,Back row,22,0, Saracens,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3085,Ange Capuozzo,Back,Italy,Fullback,22,0, Grenoble,HANDLING ERRORS,0,0.0,Attacking Errors
3086,Anthony Jelonch,Forward,France,Back row,25,14, Toulouse,HANDLING ERRORS,3,0.2727272727272727,Attacking Errors
3087,Antoine Dupont,Back,France,Scrum-half,25,35, Toulouse,HANDLING ERRORS,10,0.9090909090909091,Attacking Errors
3088,Ben Carter,Forward,Wales,Lock,21,5, Dragons,HANDLING ERRORS,0,0.0,Attacking Errors
3089,Ben Vellacott,Back,Scotland,Scrum-half,26,0, Edinburgh,HANDLING ERRORS,0,0.0,Attacking Errors
3090,Ben White,Back,Scotland,Scrum-half,23,0, London Irish,HANDLING ERRORS,2,0.18181818181818182,Attacking Errors
3091,Ben Youngs,Back,England,Scrum-half,32,112,Leicester Tigers,HANDLING ERRORS,3,0.2727272727272727,Attacking Errors
3092,Blair Kinghorn,Back,Scotland,Fullback,25,28, Edinburgh,HANDLING ERRORS,7,0.6363636363636364,Attacking Errors
3093,Braam Steyn,Forward,Italy,Back row,29,46, Benetton,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3094,Bradley Roberts,Back,Wales,Hooker,26,1, Ulster,HANDLING ERRORS,0,0.0,Attacking Errors
3095,Bundee Aki,Back,Ireland,Centre,31,33,Connacht,HANDLING ERRORS,2,0.18181818181818182,Attacking Errors
3096,Caelan Doris,Forward,Ireland,Back row,23,12,Leinster,HANDLING ERRORS,7,0.6363636363636364,Attacking Errors
3097,Callum Braley,Back,Italy,Scrum-half,27,12, Benetton,HANDLING ERRORS,4,0.36363636363636365,Attacking Errors
3098,Callum Sheedy,Back,Wales,Fly-half,26,13, Bristol Bears,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3099,Cameron Redpath,Back,Scotland,Centre,22,1, Bath,HANDLING ERRORS,0,0.0,Attacking Errors
3100,Cameron Woki,Forward,France,Back row,23,11, Bordeaux,HANDLING ERRORS,2,0.18181818181818182,Attacking Errors
3101,Charlie Ewels,Forward,England,Lock,26,26,Bath,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3102,Cherif Traore,Forward,Italy,Prop,27,12, Benetton,HANDLING ERRORS,0,0.0,Attacking Errors
3103,Chris Harris,Back,Scotland,Centre,31,31, Gloucester,HANDLING ERRORS,5,0.45454545454545453,Attacking Errors
3104,Cian Healy,Forward,Ireland,Prop,34,112,Leinster,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3105,Conor Murray,Back,Ireland,Scrum-half,32,92,Munster,HANDLING ERRORS,4,0.36363636363636365,Attacking Errors
3106,Courtney Lawes,Forward,England,Lock,32,90,Northampton Saints,HANDLING ERRORS,0,0.0,Attacking Errors
3107,Craig Casey,Back,Ireland,Scrum-half,22,4,Munster,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3108,Cyril Baille,Forward,France,Prop,28,31, Toulouse,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3109,Damian Penaud,Back,France,Wing,25,28, Clermont,HANDLING ERRORS,4,0.36363636363636365,Attacking Errors
3110,Dan Biggar,Back,Wales,Fly-half,32,95, Northampton Saints,HANDLING ERRORS,10,0.9090909090909091,Attacking Errors
3111,Dan Sheehan,Back,Ireland,Hooker,23,2,Leinster,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3112,Danilo Fischetti,Forward,Italy,Prop,24,15, Zebre Parma,HANDLING ERRORS,0,0.0,Attacking Errors
3113,Darcy Graham,Back,Scotland,Wing,24,22, Edinburgh,HANDLING ERRORS,2,0.18181818181818182,Attacking Errors
3114,Dave Kilcoyne,Forward,Ireland,Prop,33,45,Munster,HANDLING ERRORS,0,0.0,Attacking Errors
3115,David Sisi,Forward,Italy,Lock,29,18, Zebre Parma,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3116,Demba Bamba,Forward,France,Prop,23,20, Lyon,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3117,Dewi Lake,Back,Wales,Hooker,22,0, Ospreys,HANDLING ERRORS,2,0.18181818181818182,Attacking Errors
3118,Dillon Lewis,Forward,Wales,Prop,26,34, Cardiff,HANDLING ERRORS,0,0.0,Attacking Errors
3119,Duhan van der Merwe,Back,Scotland,Wing,26,13, Worcester Warriors,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3120,Dylan Cretin,Forward,France,Back row,24,13, Lyon,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3121,Edoardo Padovani,Back,Italy,Fullback,28,30, Benetton,HANDLING ERRORS,0,0.0,Attacking Errors
3122,Elliot Daly,Back,England,Wing,29,52,Saracens,HANDLING ERRORS,3,0.2727272727272727,Attacking Errors
3123,Ellis Genge,Forward,England,Prop,26,31,Leicester Tigers,HANDLING ERRORS,4,0.36363636363636365,Attacking Errors
3124,Ellis Jenkins,Forward,Wales,Back row,28,14, Cardiff,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3125,Federico Mori,Back,Italy,Wing,21,11, Bordeaux,HANDLING ERRORS,0,0.0,Attacking Errors
3126,Federico Ruzza,Forward,Italy,Lock,27,25, Benetton,HANDLING ERRORS,2,0.18181818181818182,Attacking Errors
3127,Finlay Bealham,Forward,Ireland,Prop,30,18,Connacht,HANDLING ERRORS,0,0.0,Attacking Errors
3128,Finn Russell,Back,Scotland,Fly-half,29,58, Racing 92,HANDLING ERRORS,8,0.7272727272727273,Attacking Errors
3129,Francois Cros,Forward,France,Back row,27,11, Toulouse,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3130,Fraser Brown,Back,Scotland,Hooker,32,54, Glasgow Warriors,HANDLING ERRORS,0,0.0,Attacking Errors
3131,Freddie Steward,Back,England,Fullback,21,5,Leicester Tigers,HANDLING ERRORS,2,0.18181818181818182,Attacking Errors
3132,Gabin Villiere,Back,France,Wing,26,8, Toulon,HANDLING ERRORS,4,0.36363636363636365,Attacking Errors
3133,Gael Fickou,Back,France,Centre,27,66, Racing 92,HANDLING ERRORS,4,0.36363636363636365,Attacking Errors
3134,Gareth Anscombe,Back,Wales,Fly-half,30,29, Ospreys,HANDLING ERRORS,0,0.0,Attacking Errors
3135,Gareth Davies,Back,Wales,Scrum-half,31,65, Scarlets,HANDLING ERRORS,2,0.18181818181818182,Attacking Errors
3136,Gareth Thomas,Forward,Wales,Prop,28,5, Ospreys,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3137,Garry Ringrose,Back,Ireland,Centre,27,37,Leinster,HANDLING ERRORS,5,0.45454545454545453,Attacking Errors
3138,George Ford,Back,England,Fly-half,28,77,Leicester Tigers,HANDLING ERRORS,0,0.0,Attacking Errors
3139,George Furbank,Back,England,Fullback,25,5,Northampton Saints,HANDLING ERRORS,0,0.0,Attacking Errors
3140,George Turner,Back,Scotland,Hooker,29,20, Glasgow Warriors,HANDLING ERRORS,0,0.0,Attacking Errors
3141,Giacomo Nicotera,Back,Italy,Hooker,25,0, Benetton,HANDLING ERRORS,0,0.0,Attacking Errors
3142,Gianmarco Lucchesi,Back,Italy,Hooker,21,8, Benetton,HANDLING ERRORS,0,0.0,Attacking Errors
3143,Giosue Zilocchi,Forward,Italy,Prop,25,15, Zebre Parma,HANDLING ERRORS,0,0.0,Attacking Errors
3144,Giovanni Pettinelli,Forward,Italy,Back row,25,1, Benetton,HANDLING ERRORS,2,0.18181818181818182,Attacking Errors
3145,Grant Gilchrist,Forward,Scotland,Lock,31,48, Edinburgh,HANDLING ERRORS,6,0.5454545454545454,Attacking Errors
3146,Gregory Alldritt,Forward,France,Back row,24,26, La Rochelle,HANDLING ERRORS,6,0.5454545454545454,Attacking Errors
3147,Hame Faiva,Back,Italy,Hooker,27,1, Benetton /  Rovigo Delta,HANDLING ERRORS,0,0.0,Attacking Errors
3148,Hamish Watson,Forward,Scotland,Back row,30,45, Edinburgh,HANDLING ERRORS,2,0.18181818181818182,Attacking Errors
3149,Harry Randall,Back,England,Scrum-half,24,2,Bristol Bears,HANDLING ERRORS,3,0.2727272727272727,Attacking Errors
3150,Henry Slade,Back,England,Centre,28,43,Exeter Chiefs,HANDLING ERRORS,4,0.36363636363636365,Attacking Errors
3151,Hugo Keenan,Back,Ireland,Fullback,25,16,Leinster,HANDLING ERRORS,2,0.18181818181818182,Attacking Errors
3152,Iain Henderson,Forward,Ireland,Lock,29,65,Ulster,HANDLING ERRORS,5,0.45454545454545453,Attacking Errors
3153,Ivan Nemer,Forward,Italy,Prop,23,3, Benetton,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3154,Jac Morgan,Forward,Wales,Back row,22,0, Ospreys,HANDLING ERRORS,0,0.0,Attacking Errors
3155,Jack Carty,Back,Ireland,Fly-half,29,10,Connacht,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3156,Jack Conan,Forward,Ireland,Back row,29,22,Leinster,HANDLING ERRORS,0,0.0,Attacking Errors
3157,Jack Nowell,Back,England,Wing,28,34,Exeter Chiefs,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3158,James Hume,Back,Ireland,Centre,23,1,Ulster,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3159,James Lowe,Back,Ireland,Wing,29,10,Leinster,HANDLING ERRORS,8,0.7272727272727273,Attacking Errors
3160,James Ryan,Forward,Ireland,Lock,25,40,Leinster,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3161,Jamie Blamire,Back,England,Hooker,24,5,Newcastle Falcons,HANDLING ERRORS,0,0.0,Attacking Errors
3162,Jamie George,Back,England,Hooker,31,61,Saracens,HANDLING ERRORS,0,0.0,Attacking Errors
3163,Jamie Hodgson,Forward,Scotland,Lock,23,3, Edinburgh,HANDLING ERRORS,0,0.0,Attacking Errors
3164,Jamie Ritchie,Forward,Scotland,Back row,25,31, Edinburgh,HANDLING ERRORS,0,0.0,Attacking Errors
3165,Jamison Gibson-Park,Back,Ireland,Scrum-half,29,12,Leinster,HANDLING ERRORS,11,1.0,Attacking Errors
3166,Jean-Baptiste Gros,Forward,France,Prop,22,14, Toulon,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3167,Joe Launchbury,Forward,England,Lock,30,69,Wasps,HANDLING ERRORS,0,0.0,Attacking Errors
3168,Joe Marchant,Back,England,Centre,25,7,Harlequins,HANDLING ERRORS,3,0.2727272727272727,Attacking Errors
3169,Joe Marler,Forward,England,Prop,31,74,Harlequins,HANDLING ERRORS,0,0.0,Attacking Errors
3170,Joey Carbery,Back,Ireland,Fly-half,26,27,Munster,HANDLING ERRORS,2,0.18181818181818182,Attacking Errors
3171,Johnny McNicholl,Back,Wales,Fullback,31,8, Scarlets,HANDLING ERRORS,4,0.36363636363636365,Attacking Errors
3172,Johnny Sexton,Back,Ireland,Fly-half,36,101,Leinster,HANDLING ERRORS,7,0.6363636363636364,Attacking Errors
3173,Jonathan Danty,Back,France,Centre,29,11, La Rochelle,HANDLING ERRORS,7,0.6363636363636364,Attacking Errors
3174,Jonathan Davies,Back,Wales,Centre,33,93, Scarlets,HANDLING ERRORS,0,0.0,Attacking Errors
3175,Jonny Gray,Forward,Scotland,Lock,27,64, Exeter Chiefs,HANDLING ERRORS,2,0.18181818181818182,Attacking Errors
3176,Josh Adams,Back,Wales,Wing,26,35, Cardiff,HANDLING ERRORS,4,0.36363636363636365,Attacking Errors
3177,Josh Bayliss,Forward,Scotland,Back row,24,2, Bath,HANDLING ERRORS,0,0.0,Attacking Errors
3178,Josh Navidi,Forward,Wales,Back row,31,28, Cardiff,HANDLING ERRORS,0,0.0,Attacking Errors
3179,Josh van der Flier,Forward,Ireland,Back row,28,35,Leinster,HANDLING ERRORS,4,0.36363636363636365,Attacking Errors
3180,Juan Ignacio Brex,Back,Italy,Centre,29,8, Benetton,HANDLING ERRORS,2,0.18181818181818182,Attacking Errors
3181,Julien Marchand,Back,France,Hooker,26,16, Toulouse,HANDLING ERRORS,2,0.18181818181818182,Attacking Errors
3182,Kieran Hardy,Back,Wales,Scrum-half,26,8, Scarlets,HANDLING ERRORS,4,0.36363636363636365,Attacking Errors
3183,Kieran Treadwell,Forward,Ireland,Lock,26,3,Ulster,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3184,Kyle Sinckler,Forward,England,Prop,28,47,Bristol Bears,HANDLING ERRORS,0,0.0,Attacking Errors
3185,Kyle Steyn,Back,Scotland,Wing,28,3, Glasgow Warriors,HANDLING ERRORS,4,0.36363636363636365,Attacking Errors
3186,Leon Brown,Forward,Wales,Prop,25,16, Dragons,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3187,Leonardo Marin,Back,Italy,Fly-half,19,0, Benetton,HANDLING ERRORS,2,0.18181818181818182,Attacking Errors
3188,Lewis Ludlam,Forward,England,Back row,26,10,Northampton Saints,HANDLING ERRORS,0,0.0,Attacking Errors
3189,Liam Williams,Back,Wales,Fullback,30,74, Scarlets,HANDLING ERRORS,4,0.36363636363636365,Attacking Errors
3190,Louis Rees-Zammit,Back,Wales,Wing,21,12, Gloucester,HANDLING ERRORS,4,0.36363636363636365,Attacking Errors
3191,Luke Cowan-Dickie,Back,England,Hooker,28,31,Exeter Chiefs,HANDLING ERRORS,0,0.0,Attacking Errors
3192,Mack Hansen,Back,Ireland,Wing,23,0,Connacht,HANDLING ERRORS,3,0.2727272727272727,Attacking Errors
3193,Magnus Bradbury,Forward,Scotland,Back row,26,14, Edinburgh,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3194,Manuel Zuliani,Forward,Italy,Back row,21,0, Benetton,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3195,Marco Fuser,Forward,Italy,Lock,30,36, Newcastle Falcons,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3196,Marco Zanon,Back,Italy,Centre,24,7, Benetton,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3197,Marcus Smith,Back,England,Fly-half,22,5,Harlequins,HANDLING ERRORS,3,0.2727272727272727,Attacking Errors
3198,Mark Bennett,Back,Scotland,Centre,29,22, Edinburgh,HANDLING ERRORS,3,0.2727272727272727,Attacking Errors
3199,Maro Itoje,Forward,England,Lock,27,51,Saracens,HANDLING ERRORS,5,0.45454545454545453,Attacking Errors
3200,Matt Fagerson,Forward,Scotland,Back row,23,17, Glasgow Warriors,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3201,Matthis Lebel,Back,France,Wing,22,1, Toulouse,HANDLING ERRORS,0,0.0,Attacking Errors
3202,Max Malins,Back,England,Fullback,25,10,Saracens,HANDLING ERRORS,5,0.45454545454545453,Attacking Errors
3203,Maxime Lucu,Back,France,Scrum-half,29,2, Bordeaux,HANDLING ERRORS,0,0.0,Attacking Errors
3204,Melvyn Jaminet,Back,France,Fullback,22,6, Perpignan,HANDLING ERRORS,3,0.2727272727272727,Attacking Errors
3205,Michael Lowry,Back,Ireland,Fullback,23,0,Ulster,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3206,Michele Lamaro,Forward,Italy,Back row,23,10, Benetton,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3207,Mohamed Haouas,Forward,France,Prop,27,13, Montpellier,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3208,Monty Ioane,Back,Italy,Wing,27,9, Benetton,HANDLING ERRORS,2,0.18181818181818182,Attacking Errors
3209,Nic Dolly,Back,England,Hooker,22,1,Leicester Tigers,HANDLING ERRORS,0,0.0,Attacking Errors
3210,Niccolo Cannone,Forward,Italy,Lock,23,15, Benetton,HANDLING ERRORS,0,0.0,Attacking Errors
3211,Nick Haining,Forward,Scotland,Back row,31,10, Edinburgh,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3212,Nick Isiekwe,Forward,England,Lock,23,3,Saracens,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3213,Nick Tompkins,Back,Wales,Centre,26,16, Saracens,HANDLING ERRORS,2,0.18181818181818182,Attacking Errors
3214,Oli Kebble,Forward,Scotland,Prop,29,11, Glasgow Warriors,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3215,Ollie Chessum,Forward,England,Lock,21,0,Leicester Tigers,HANDLING ERRORS,0,0.0,Attacking Errors
3216,Owen Watkin,Back,Wales,Centre,25,26, Ospreys,HANDLING ERRORS,0,0.0,Attacking Errors
3217,Paolo Garbisi,Back,Italy,Fly-half,21,13, Montpellier,HANDLING ERRORS,4,0.36363636363636365,Attacking Errors
3218,Paul Willemse,Forward,France,Lock,29,19, Montpellier,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3219,Peato Mauvaka,Back,France,Hooker,25,9, Toulouse,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3220,Peter O'Mahony,Forward,Ireland,Back row,32,79,Munster,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3221,Pierre Bruno,Back,Italy,Wing,25,1, Zebre Parma,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3222,Pierre Schoeman,Forward,Scotland,Prop,27,4, Edinburgh,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3223,Pietro Ceccarelli,Forward,Italy,Prop,29,17, Brive,HANDLING ERRORS,0,0.0,Attacking Errors
3224,Rob Herring,Back,Ireland,Hooker,31,23,Ulster,HANDLING ERRORS,2,0.18181818181818182,Attacking Errors
3225,Robbie Henshaw,Back,Ireland,Centre,28,53,Leinster,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3226,Romain Ntamack,Back,France,Fly-half,22,23, Toulouse,HANDLING ERRORS,11,1.0,Attacking Errors
3227,Romain Taofifenua,Forward,France,Lock,31,31, Lyon,HANDLING ERRORS,2,0.18181818181818182,Attacking Errors
3228,Ronan Kelleher,Back,Ireland,Hooker,24,16,Leinster,HANDLING ERRORS,0,0.0,Attacking Errors
3229,Rory Darge,Forward,Scotland,Back row,21,0, Glasgow Warriors,HANDLING ERRORS,3,0.2727272727272727,Attacking Errors
3230,Rory Sutherland,Forward,Scotland,Prop,29,16, Worcester Warriors,HANDLING ERRORS,0,0.0,Attacking Errors
3231,Ross Moriarty,Forward,Wales,Back row,27,49, Cardiff,HANDLING ERRORS,2,0.18181818181818182,Attacking Errors
3232,Ryan Baird,Forward,Ireland,Lock,22,6,Leinster,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3233,Ryan Elias,Back,Wales,Hooker,27,23, Scarlets,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3234,Sam Johnson,Back,Scotland,Centre,28,21, Glasgow Warriors,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3235,Sam Simmonds,Forward,England,Back row,27,9,Exeter Chiefs,HANDLING ERRORS,2,0.18181818181818182,Attacking Errors
3236,Sam Skinner,Forward,Scotland,Lock,27,15, Exeter Chiefs,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3237,Sam Underhill,Forward,England,Back row,25,27,Bath,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3238,Seb Davies,Forward,Wales,Lock,25,13, Cardiff,HANDLING ERRORS,0,0.0,Attacking Errors
3239,Sebastian Negri,Forward,Italy,Back row,27,36, Benetton,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3240,Sione Tuipulotu,Back,Scotland,Centre,24,1, Glasgow Warriors,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3241,Stephen Varney,Back,Italy,Scrum-half,20,9, Gloucester,HANDLING ERRORS,9,0.8181818181818182,Attacking Errors
3242,Stuart Hogg,Back,Scotland,Fullback,29,88, Exeter Chiefs,HANDLING ERRORS,7,0.6363636363636364,Attacking Errors
3243,Stuart McInally,Back,Scotland,Hooker,31,43, Edinburgh,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3244,Tadhg Beirne,Forward,Ireland,Lock,30,25,Munster,HANDLING ERRORS,6,0.5454545454545454,Attacking Errors
3245,Tadhg Furlong,Forward,Ireland,Prop,29,52,Leinster,HANDLING ERRORS,2,0.18181818181818182,Attacking Errors
3246,Taine Basham,Forward,Wales,Back row,22,7, Dragons,HANDLING ERRORS,2,0.18181818181818182,Attacking Errors
3247,Taulupe Faletau,Forward,Wales,Back row,31,86, Bath,HANDLING ERRORS,3,0.2727272727272727,Attacking Errors
3248,Thibaud Flament,Forward,France,Lock,24,3, Toulouse,HANDLING ERRORS,0,0.0,Attacking Errors
3249,Thomas Ramos,Back,France,Fullback,26,14, Toulouse,HANDLING ERRORS,0,0.0,Attacking Errors
3250,Tiziano Pasquali,Forward,Italy,Prop,27,21, Benetton,HANDLING ERRORS,0,0.0,Attacking Errors
3251,Toa Halafihi,Forward,Italy,Back row,28,0, Benetton,HANDLING ERRORS,2,0.18181818181818182,Attacking Errors
3252,Tom Curry,Forward,England,Back row,23,36,Sale Sharks,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3253,Tomas Francis,Forward,Wales,Prop,29,60, Ospreys,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3254,Tommaso Menoncello,Back,Italy,Wing,19,0, Benetton /  F.I.R. Academy,HANDLING ERRORS,0,0.0,Attacking Errors
3255,Tomos Williams,Back,Wales,Scrum-half,27,29, Cardiff,HANDLING ERRORS,6,0.5454545454545454,Attacking Errors
3256,Uilisi Halaholo,Back,Wales,Centre,31,9, Cardiff,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3257,Uini Atonio,Forward,France,Prop,31,39, La Rochelle,HANDLING ERRORS,1,0.09090909090909091,Attacking Errors
3258,Will Rowlands,Forward,Wales,Lock,30,13, Dragons,HANDLING ERRORS,2,0.18181818181818182,Attacking Errors
